y_true,probs,account_id
0.0,0.017465807,2.0
1.0,0.63919854,19.0
0.0,0.030917615,25.0
1.0,0.992415,37.0
0.0,0.05453256,38.0
0.0,0.48931357,67.0
0.0,0.03007255,97.0
1.0,0.9825744,103.0
0.0,0.10379801,105.0
0.0,0.008246332,110.0
0.0,0.05085656,132.0
0.0,0.28514457,173.0
0.0,0.071984224,176.0
0.0,0.0634655,226.0
0.0,0.013765399,276.0
0.0,0.15382078,290.0
0.0,0.006887263,303.0
0.0,0.32728392,309.0
0.0,0.03980552,314.0
0.0,0.03859895,319.0
0.0,0.011693163,330.0
0.0,0.111891,339.0
0.0,0.015088983,344.0
1.0,0.98963493,347.0
0.0,0.02212802,349.0
0.0,0.027806789,378.0
1.0,0.28478783,426.0
0.0,0.1695668,440.0
1.0,0.94168425,442.0
1.0,0.13682316,472.0
0.0,0.03275892,501.0
0.0,0.029293597,525.0
0.0,0.0109779565,544.0
0.0,0.010478115,666.0
0.0,0.0161392,675.0
0.0,0.21834643,718.0
0.0,0.10011135,785.0
0.0,0.18868175,789.0
1.0,0.09529255,790.0
1.0,0.9921502,808.0
0.0,0.093118206,813.0
0.0,0.04982706,816.0
0.0,0.28551242,817.0
0.0,0.04776566,825.0
0.0,0.35563755,846.0
0.0,0.027224893,854.0
0.0,0.9051755,873.0
0.0,0.11033873,915.0
0.0,0.5155149,938.0
0.0,0.036540277,940.0
0.0,0.060933027,960.0
0.0,0.009765424,993.0
0.0,0.2947374,1004.0
0.0,0.023709353,1011.0
0.0,0.13676174,1012.0
0.0,0.015604217,1068.0
0.0,0.11110659,1071.0
0.0,0.01915837,1083.0
0.0,0.3555317,1093.0
1.0,0.91177636,1106.0
0.0,0.31258562,1166.0
0.0,0.2667536,1242.0
0.0,0.14565386,1244.0
1.0,0.86762947,1247.0
0.0,0.24013415,1250.0
0.0,0.055329166,1252.0
0.0,0.04553994,1256.0
0.0,0.45368135,1270.0
0.0,0.04247829,1284.0
0.0,0.5668017,1318.0
0.0,0.022575902,1329.0
0.0,0.5653866,1374.0
0.0,0.0068507004,1375.0
0.0,0.51260626,1389.0
0.0,0.1680665,1407.0
0.0,0.8653029,1447.0
0.0,0.07923022,1480.0
0.0,0.8310455,1498.0
1.0,0.9897114,1527.0
0.0,0.11655001,1528.0
0.0,0.022812057,1580.0
1.0,0.9837239,1583.0
0.0,0.3640209,1603.0
0.0,0.05948293,1638.0
0.0,0.02977873,1656.0
0.0,0.10337616,1698.0
0.0,0.5468017,1718.0
0.0,0.2711371,1762.0
0.0,0.008236393,1766.0
0.0,0.3664548,1772.0
0.0,0.08089396,1776.0
1.0,0.94805115,1787.0
0.0,0.049585395,1801.0
0.0,0.060598202,1808.0
0.0,0.08092009,1811.0
0.0,0.6980087,1819.0
0.0,0.0314188,1843.0
0.0,0.021481223,1862.0
0.0,0.100972734,1869.0
0.0,0.1326127,1876.0
0.0,0.063482545,1886.0
1.0,0.992415,1888.0
0.0,0.010538878,1906.0
0.0,0.09369143,1928.0
0.0,0.35493034,1967.0
0.0,0.03268836,1978.0
1.0,0.9549553,1993.0
0.0,0.014882582,2000.0
0.0,0.14047715,2018.0
0.0,0.006939897,2035.0
1.0,0.9831766,2051.0
0.0,0.8430911,2055.0
0.0,0.3549371,2062.0
0.0,0.55903375,2064.0
0.0,0.020140985,2073.0
0.0,0.12953791,2080.0
0.0,0.9258497,2106.0
0.0,0.047568187,2116.0
0.0,0.06880888,2134.0
0.0,0.030799815,2142.0
0.0,0.026466025,2143.0
0.0,0.7115837,2153.0
0.0,0.35859272,2165.0
0.0,0.016669424,2167.0
1.0,0.9602949,2176.0
0.0,0.0999005,2187.0
0.0,0.03263398,2218.0
0.0,0.021446662,2227.0
0.0,0.6178192,2228.0
1.0,0.08915711,2236.0
0.0,0.056213588,2245.0
0.0,0.85457665,2246.0
0.0,0.3578175,2247.0
0.0,0.10840196,2262.0
0.0,0.011345106,2268.0
0.0,0.011698042,2279.0
0.0,0.29048458,2322.0
0.0,0.007999758,2334.0
1.0,0.97655964,2335.0
0.0,0.087703764,2343.0
0.0,0.29309738,2345.0
0.0,0.040092845,2350.0
0.0,0.00967134,2352.0
0.0,0.46064064,2361.0
0.0,0.008651643,2413.0
0.0,0.23725957,2419.0
0.0,0.56809324,2445.0
0.0,0.04507524,2456.0
0.0,0.20979245,2486.0
0.0,0.013697986,2496.0
0.0,0.037868965,2516.0
0.0,0.30222765,2545.0
0.0,0.6962024,2572.0
0.0,0.012456133,2580.0
0.0,0.022872757,2622.0
0.0,0.022236004,2694.0
0.0,0.051951516,2699.0
0.0,0.11313987,2705.0
0.0,0.012836288,2720.0
0.0,0.007749804,2725.0
0.0,0.023894044,2728.0
0.0,0.042080943,2753.0
0.0,0.08320384,2754.0
0.0,0.05216598,2762.0
0.0,0.011373096,2824.0
0.0,0.6595621,2872.0
0.0,0.28144565,2910.0
0.0,0.37470046,2912.0
0.0,0.007687189,2933.0
0.0,0.3127618,2936.0
0.0,0.010356777,2962.0
0.0,0.013253605,2982.0
0.0,0.008151158,2986.0
0.0,0.23243105,2988.0
0.0,0.06280464,2994.0
0.0,0.45595038,3005.0
0.0,0.21202551,3021.0
1.0,0.75197494,3037.0
0.0,0.014206035,3050.0
0.0,0.04296704,3064.0
1.0,0.77694064,3084.0
0.0,0.09222202,3112.0
0.0,0.046795864,3115.0
0.0,0.03352186,3137.0
0.0,0.011493919,3143.0
0.0,0.034923352,3161.0
1.0,0.96947116,3166.0
1.0,0.02924966,3189.0
0.0,0.0076017426,3229.0
0.0,0.022723919,3230.0
0.0,0.8502251,3249.0
1.0,0.58056563,3273.0
0.0,0.06715033,3293.0
0.0,0.013022849,3329.0
0.0,0.37900963,3353.0
0.0,0.049472313,3354.0
0.0,0.016664032,3390.0
0.0,0.022512862,3403.0
0.0,0.12483042,3418.0
0.0,0.017559897,3448.0
0.0,0.11522474,3455.0
0.0,0.033654958,3460.0
0.0,0.02902123,3489.0
0.0,0.076394394,3556.0
0.0,0.10105812,3562.0
0.0,0.049818628,3608.0
0.0,0.72060484,3629.0
0.0,0.008316915,3637.0
0.0,0.024282113,3664.0
0.0,0.05284096,3674.0
1.0,0.051178165,3678.0
0.0,0.059109118,3679.0
1.0,0.46372613,3711.0
0.0,0.66146356,3747.0
0.0,0.16151357,3752.0
0.0,0.11165667,3754.0
0.0,0.024466056,3804.0
0.0,0.041851874,3834.0
1.0,0.7896106,3859.0
0.0,0.026725264,3862.0
0.0,0.3075792,3875.0
0.0,0.019930024,3906.0
0.0,0.93053466,3907.0
0.0,0.676408,3916.0
0.0,0.14950635,3942.0
0.0,0.66527045,3953.0
1.0,0.78519374,3967.0
0.0,0.60404164,4033.0
0.0,0.07791943,4052.0
0.0,0.108942755,4079.0
1.0,0.93756396,4081.0
0.0,0.008462379,4099.0
0.0,0.55370903,4116.0
1.0,0.9860756,4127.0
0.0,0.01063875,4144.0
0.0,0.059535302,4190.0
0.0,0.1786921,4259.0
0.0,0.37612152,4260.0
0.0,0.011854908,4268.0
0.0,0.14419807,4293.0
1.0,0.98671883,4320.0
0.0,0.022571888,4337.0
0.0,0.011549812,4342.0
0.0,0.016900226,4354.0
0.0,0.023612471,4361.0
0.0,0.029976523,4413.0
0.0,0.052496325,4414.0
0.0,0.018955035,4415.0
0.0,0.074870534,4423.0
0.0,0.33900863,4427.0
0.0,0.051984992,4447.0
0.0,0.031461675,4448.0
0.0,0.054330762,4456.0
1.0,0.6998522,4462.0
0.0,0.03183336,4467.0
0.0,0.0077211196,4473.0
0.0,0.037694503,4476.0
0.0,0.13192175,4503.0
0.0,0.2602134,4533.0
0.0,0.06226515,4550.0
0.0,0.06269771,4576.0
0.0,0.017117875,4580.0
0.0,0.14198916,4585.0
0.0,0.16546907,4616.0
1.0,0.32537687,4618.0
0.0,0.88076496,4626.0
0.0,0.033386517,4631.0
0.0,0.952849,4650.0
0.0,0.06731386,4660.0
0.0,0.050918374,4681.0
0.0,0.10719781,4715.0
0.0,0.14870466,4725.0
0.0,0.1338046,4727.0
0.0,0.09592645,4746.0
0.0,0.17201714,4774.0
0.0,0.0560614,4784.0
1.0,0.862392,4794.0
0.0,0.078514226,4803.0
0.0,0.022998061,4825.0
0.0,0.09159295,4851.0
0.0,0.8485156,4852.0
1.0,0.99313426,4858.0
0.0,0.06866654,4863.0
0.0,0.15775132,4894.0
0.0,0.029555848,4907.0
0.0,0.03368178,4937.0
0.0,0.58277637,4948.0
0.0,0.28955558,4949.0
0.0,0.2231583,4969.0
0.0,0.085924365,4981.0
0.0,0.6632709,4994.0
1.0,0.98673326,4995.0
0.0,0.051681645,4999.0
0.0,0.6898751,5001.0
0.0,0.021953736,5033.0
1.0,0.1041365,5066.0
0.0,0.015184134,5072.0
0.0,0.007015834,5118.0
0.0,0.07609083,5120.0
0.0,0.05722469,5126.0
0.0,0.14729421,5133.0
0.0,0.120120786,5164.0
0.0,0.06523975,5180.0
0.0,0.80209196,5181.0
0.0,0.04359164,5196.0
1.0,0.1335191,5213.0
0.0,0.015080134,5215.0
0.0,0.23632044,5228.0
0.0,0.8778427,5256.0
0.0,0.06928873,5263.0
1.0,0.9493276,5267.0
0.0,0.12814017,5269.0
0.0,0.34884042,5270.0
0.0,0.07318427,5283.0
0.0,0.605377,5305.0
0.0,0.5260974,5313.0
0.0,0.5322726,5317.0
0.0,0.0117328735,5358.0
0.0,0.074585505,5362.0
0.0,0.27291462,5385.0
0.0,0.11468473,5395.0
0.0,0.13075337,5422.0
1.0,0.11936626,5428.0
1.0,0.9910596,5442.0
0.0,0.27922687,5445.0
0.0,0.08263517,5477.0
0.0,0.057956245,5481.0
0.0,0.23073804,5541.0
0.0,0.15166609,5572.0
0.0,0.057019584,5574.0
0.0,0.01553927,5591.0
0.0,0.37673417,5593.0
0.0,0.16083811,5602.0
0.0,0.11881337,5622.0
0.0,0.40320233,5628.0
0.0,0.029542565,5632.0
0.0,0.03469706,5650.0
0.0,0.0071177245,5698.0
1.0,0.18773189,5700.0
0.0,0.09659324,5724.0
1.0,0.9932753,5735.0
0.0,0.64493614,5742.0
0.0,0.03468754,5774.0
0.0,0.20303905,5794.0
0.0,0.050368164,5837.0
0.0,0.058711972,5891.0
0.0,0.009852256,5912.0
1.0,0.09373038,5927.0
0.0,0.007930018,5944.0
0.0,0.0062625925,5952.0
0.0,0.020917667,5991.0
0.0,0.008965341,6030.0
1.0,0.67712414,6034.0
0.0,0.010964887,6040.0
1.0,0.46129057,6051.0
0.0,0.0076554534,6061.0
0.0,0.009379485,6062.0
1.0,0.9686896,6075.0
1.0,0.4318695,6083.0
0.0,0.264039,6097.0
1.0,0.08424009,6118.0
0.0,0.41120157,6138.0
0.0,0.011389218,6148.0
0.0,0.018406015,6157.0
1.0,0.84577435,6158.0
0.0,0.33198783,6226.0
0.0,0.3314743,6265.0
0.0,0.12057873,6273.0
0.0,0.20646115,6289.0
0.0,0.013142726,6353.0
0.0,0.066315755,6358.0
0.0,0.020719387,6363.0
0.0,0.009549815,6397.0
1.0,0.6879111,6400.0
0.0,0.025088213,6425.0
0.0,0.03420455,6434.0
0.0,0.031139953,6440.0
0.0,0.0094861975,6453.0
0.0,0.013250237,6461.0
0.0,0.0140534425,6472.0
1.0,0.4350214,6473.0
0.0,0.052489784,6495.0
0.0,0.04644065,6505.0
0.0,0.02697568,6510.0
0.0,0.42682627,6555.0
0.0,0.5638683,6592.0
1.0,0.1228595,6609.0
0.0,0.18742618,6649.0
0.0,0.31674814,6678.0
0.0,0.121230595,6686.0
0.0,0.10733859,6688.0
0.0,0.029268216,6699.0
0.0,0.47632614,6701.0
0.0,0.021896917,6706.0
1.0,0.08262619,6715.0
0.0,0.061560176,6738.0
0.0,0.028989986,6792.0
0.0,0.030282335,6856.0
0.0,0.01737398,6902.0
0.0,0.043401994,6922.0
0.0,0.02657619,6924.0
0.0,0.031691507,6930.0
0.0,0.16934496,6950.0
0.0,0.010030815,6985.0
0.0,0.16246636,7045.0
0.0,0.8182353,7049.0
1.0,0.5771302,7052.0
0.0,0.13772093,7082.0
0.0,0.016641013,7099.0
0.0,0.105309576,7123.0
0.0,0.045665625,7133.0
0.0,0.043423243,7136.0
0.0,0.025427055,7156.0
0.0,0.020651355,7176.0
0.0,0.020550715,7180.0
0.0,0.14679831,7181.0
0.0,0.029654954,7184.0
0.0,0.015795521,7190.0
0.0,0.1722829,7240.0
0.0,0.025314722,7262.0
0.0,0.31678942,7274.0
0.0,0.017465807,7401.0
1.0,0.35169306,7418.0
0.0,0.0749133,7424.0
0.0,0.1252619,7437.0
0.0,0.85247827,7445.0
0.0,0.08087735,7454.0
0.0,0.028766476,7485.0
0.0,0.17628896,7523.0
0.0,0.14464487,7542.0
0.0,0.048062716,7546.0
0.0,0.013017972,7559.0
0.0,0.53992045,7562.0
0.0,0.03571549,7565.0
0.0,0.014532329,7594.0
0.0,0.6311061,7606.0
0.0,0.01760077,7607.0
0.0,0.015242008,7614.0
0.0,0.016136618,7632.0
0.0,0.17717189,7636.0
0.0,0.08236926,7637.0
0.0,0.4785257,7674.0
0.0,0.014928975,7713.0
0.0,0.0148064755,7721.0
0.0,0.013041482,7733.0
0.0,0.3307845,7745.0
0.0,0.011140751,7753.0
0.0,0.5511424,7765.0
0.0,0.35092005,7769.0
0.0,0.02781559,7795.0
0.0,0.042496573,7815.0
0.0,0.18984346,7819.0
1.0,0.9511269,7824.0
0.0,0.4093198,7844.0
0.0,0.024186093,7857.0
0.0,0.026229488,7859.0
0.0,0.03695271,7861.0
0.0,0.043718323,7890.0
0.0,0.02263795,7894.0
0.0,0.13738646,7907.0
0.0,0.04766674,7926.0
0.0,0.03560046,7957.0
0.0,0.011592628,7965.0
1.0,0.47837025,7966.0
0.0,0.022113645,7990.0
0.0,0.65175885,7997.0
0.0,0.08308076,8026.0
0.0,0.05831901,8027.0
0.0,0.0099063525,8038.0
0.0,0.029005954,8039.0
0.0,0.041570894,8041.0
0.0,0.010379019,8051.0
1.0,0.8071421,8073.0
1.0,0.7227213,8085.0
0.0,0.069382735,8092.0
0.0,0.09414419,8094.0
0.0,0.00926003,8114.0
0.0,0.016460663,8127.0
0.0,0.0068138083,8129.0
0.0,0.018051747,8158.0
0.0,0.24543962,8159.0
0.0,0.79873097,8169.0
0.0,0.038831208,8173.0
1.0,0.9889592,8225.0
0.0,0.018485904,8260.0
0.0,0.17347793,8261.0
0.0,0.07958607,8268.0
0.0,0.2165349,8316.0
0.0,0.06250644,8320.0
0.0,0.033231605,8321.0
0.0,0.45850703,8327.0
0.0,0.009312647,8330.0
0.0,0.03286753,8377.0
1.0,0.4576646,8381.0
0.0,0.021408368,8405.0
0.0,0.026697583,8411.0
0.0,0.42663962,8475.0
0.0,0.014198032,8489.0
0.0,0.011605318,8492.0
0.0,0.21341352,8505.0
0.0,0.03854789,8519.0
0.0,0.7573413,8523.0
0.0,0.036804955,8533.0
0.0,0.21725862,8547.0
0.0,0.94031084,8558.0
0.0,0.015312874,8564.0
1.0,0.9874999,8566.0
0.0,0.07350888,8625.0
0.0,0.24393396,8639.0
0.0,0.66289127,8645.0
0.0,0.21628721,8680.0
0.0,0.5308022,8688.0
0.0,0.1827884,8713.0
0.0,0.026440905,8742.0
0.0,0.4040782,8772.0
0.0,0.04089177,8776.0
0.0,0.013941742,8784.0
0.0,0.03321279,8899.0
0.0,0.03264677,8919.0
0.0,0.032625914,8926.0
0.0,0.051250946,8931.0
0.0,0.061337423,8972.0
0.0,0.111464195,8982.0
0.0,0.026159622,9006.0
1.0,0.84561014,9017.0
